"","DISTRICT","BLOCK","HYDROGRAPH.STATION","TYPE.OF.STATION","YEAR","WELL.ID","LATITUDE","LONGITUDE","POSTMONSOON","RFL_TY","TEMP_TY","PCTCROPAREA_LY"
"53918","MIRZAPUR","MAJHAWA","JAMUA BAZAR","W",2015,7251,25.2391666666667,82.8047222222222,9.8,0.825012380732077,307.510312097715,0.805205709487825
"53919","MIRZAPUR","MAJHAWA","MAHAMALPUR","P",2015,7253,25.2319444444444,82.6738888888889,17.65,0.813308155892972,307.458896026395,0.77946127946128
"53920","MIRZAPUR","MAJHAWA","MAJHAWA BLOCK","P",2015,7254,25.2152777777778,82.7422222222222,18.01,0.813308155892972,307.458896026395,0.757753562447611
"53921","MIRZAPUR","MARIHAN","AMOHI","W",2015,7255,24.9034997222222,82.6340361111111,5.85,0.821931294755263,306.822127758501,0.821308724832214
"53922","MIRZAPUR","MARIHAN","JMUEE BAZAR","W",2015,7256,24.8923622222222,82.7088411111111,3.05,0.856430817834405,306.777633081396,0.945515507124895
"53923","MIRZAPUR","MARIHAN","KAMLAPUR","W",2015,7257,24.9,82.5333333333333,2.4,0.789797978817066,306.967477037042,0.37907949790795
"53924","MIRZAPUR","MARIHAN","KOTWA PANDEY","W",2015,7258,25.0188663888889,82.6098758333333,3.73,0.819505165996496,307.066354097274,0.604534005037783
"53925","MIRZAPUR","MARIHAN","MARIHAN -BAZAR","W",2015,7259,24.9184616666667,82.69462,10.64,0.856430817834405,306.777633081396,0.81986531986532
"53926","MIRZAPUR","MARIHAN","MARIHAN BLOCK (PATEHARA)","W",2015,7260,24.9214911111111,82.6846458333333,3.8,0.856430817834405,306.777633081396,0.697224558452481
"53927","MIRZAPUR","MARIHAN","PADREEYA","W",2015,7261,24.8865025,82.5915672222222,5.74,0.821931294755263,306.822127758501,0.573467674223342
"53928","MIRZAPUR","MARIHAN","PATEHRA PALNAGAR","W",2015,7262,24.9130897222222,82.5789877777778,3.7,0.821931294755263,306.822127758501,0.688963210702341
